Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Rodríguez-Prados, J.-C., Través, P.G., Cuenca, J., Rico, D., Aragone, J., Martín-Sanz, P., Cascante, M., Boscá, L.","Substrate fate in activated macrophages: A comparison between innate, classic, and alternative activation",2010,"Journal of Immunology",185,1,,605,614,,222,10.4049/jimmunol.0901698,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956213727&partnerID=40&md5=2aa744d2a1fe4066e40b8d94121677fa",Article,Scopus,2-s2.0-77956213727
"Garcia-Perez, I., Angulo, S., Utzinger, J., Holmes, E., Legido-Quigley, C., Barbas, C.","Chemometric and biological validation of a capillary electrophoresis metabolomic experiment of Schistosoma mansoni infection in mice",2010,"Electrophoresis",31,14,,2338,2348,,9,10.1002/elps.200900523,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954745319&partnerID=40&md5=b698c6ea805472c0d2ac8010570a8831",Article,Scopus,2-s2.0-77954745319
"Yu, Y., Cao, Y., Chen, Y., Wen, C., Xu, Z.","[Plasma metabonomics study of systemic lupus erythematosus based on liquid chromatography-mass spectrometry].",2010,"Se pu = Chinese journal of chromatography / Zhongguo hua xue hui",28,7,,644,648,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862833071&partnerID=40&md5=c928c6efa103d4224f05987495889609",Article,Scopus,2-s2.0-84862833071
"Seli, E., Vergouw, C.G., Morita, H., Botros, L., Roos, P., Lambalk, C.B., Yamashita, N., Kato, O., Sakkas, D.","Noninvasive metabolomic profiling as an adjunct to morphology for noninvasive embryo assessment in women undergoing single embryo transfer",2010,"Fertility and Sterility",94,2,,535,542,,87,10.1016/j.fertnstert.2009.03.078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953709625&partnerID=40&md5=55306b67c4f29852ad40e94efa85c95d",Article,Scopus,2-s2.0-77953709625
"Hong, Y.-S., Ahn, Y.-T., Park, J.-C., Lee, J.-H., Lee, H., Huh, C.-S., Kim, D.-H., Ryu, D.H., Hwang, G.-S.","<sup>1</sup>H NMR-based metabonomic assessment of probiotic effects in a colitis mouse model",2010,"Archives of Pharmacal Research",33,7,,1091,1101,,37,10.1007/s12272-010-0716-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955356175&partnerID=40&md5=bba71a121b5677f0d465468e50556d28",Article,Scopus,2-s2.0-77955356175
"Garcia-Perez, I., Earll, M.E., Angulo, S., Barbas, C., Legido-Quigley, C.","Chemometric analysis of urine fingerprints acquired by liquid chromatography-mass spectrometry and capillary electrophoresis: Application to the schistosomiasis mouse model",2010,"Electrophoresis",31,14,,2349,2355,,12,10.1002/elps.200900492,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954747174&partnerID=40&md5=4c87b568a8f8d9dd3373b1991fa4e5b0",Article,Scopus,2-s2.0-77954747174
"Ahn, K., Luo, J., Berg, A., Keefe, D., Wu, R.","Functional mapping of drug response with pharmacodynamic-pharmacokinetic principles",2010,"Trends in Pharmacological Sciences",31,7,,306,311,,22,10.1016/j.tips.2010.04.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954028167&partnerID=40&md5=5f014d304caeed6873628260a8ce2904",Article,Scopus,2-s2.0-77954028167
"Yi, P., Luffer-Atlas, D.","A radiocalibration method with pseudo internal standard to estimate circulating metabolite concentrations",2010,"Bioanalysis",2,7,,1195,1210,,29,10.4155/bio.10.81,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952471135&partnerID=40&md5=7f3d0d43dc9523cb039b8e67ada90c92",Article,Scopus,2-s2.0-79952471135
"Warde, N.","Osteoarthritis: Identification of a metabolomic biomarker for knee OA",2010,"Nature Reviews Rheumatology",6,7,,381,,,2,10.1038/nrrheum.2010.89,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954298741&partnerID=40&md5=25342faec0e6d1bc90c299efe141971f",Article,Scopus,2-s2.0-77954298741
"Bocan, T.","Platform imaging biomarkers: Applications across pre-clinical drug discovery with a focus on neuroscience, oncology, cardiovascular and future horizons",2010,"American Pharmaceutical Review",13,5,,16,21,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956402283&partnerID=40&md5=637584dd1b74e6a50ecd66996502c4a9",Short Survey,Scopus,2-s2.0-77956402283
"Dayan, F.E., Duke, S.O., Grossmann, K.","Herbicides as probes in plant biology",2010,"Weed Science",58,3,,340,350,,26,10.1614/WS-09-092.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955600646&partnerID=40&md5=6329b7c4c93a9f593a1d4bb85d937546",Conference Paper,Scopus,2-s2.0-77955600646
"Marhuenda-Egea, F.C., Martínez-Sabater, E., Gonsálvez-Álvarez, R., Lledó, B., Ten, J., Bernabeu, R.","A crucial step in assisted reproduction technology: human embryo selection using metabolomic evaluation",2010,"Fertility and Sterility",94,2,,772,774,,11,10.1016/j.fertnstert.2009.10.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953724131&partnerID=40&md5=d50602e8da683618fb110e61164b7cb6",Article,Scopus,2-s2.0-77953724131
"Salek, R.M., Xia, J., Innes, A., Sweatman, B.C., Adalbert, R., Randle, S., McGowan, E., Emson, P.C., Griffin, J.L.","A metabolomic study of the CRND8 transgenic mouse model of Alzheimer's disease",2010,"Neurochemistry International",56,8,,937,947,,87,10.1016/j.neuint.2010.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953124257&partnerID=40&md5=190c6857472039bfa967ff53deabbb76",Article,Scopus,2-s2.0-77953124257
"Augustyn, W.A., Botha, B.M., Combrinck, S., Mareea, J.E., Du Plooy, G.W.","Effect of secondary metabolites on gall fly infestation of mango leaves",2010,"Flavour and Fragrance Journal",25,4,,223,229,,3,10.1002/ffj.1999,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955011992&partnerID=40&md5=144c0aa0ed5581ef98838c1e3bd30801",Article,Scopus,2-s2.0-77955011992
"Ma, C., Bi, K., Zhang, M., Su, D., Fan, X., Ji, W., Wang, C., Chen, X.","Toxicology effects of Morning Glory Seed in rat: A metabonomic method for profiling of urine metabolic changes",2010,"Journal of Ethnopharmacology",130,1,,134,142,,29,10.1016/j.jep.2010.04.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953812082&partnerID=40&md5=2a315b8ef7f3974f127b44357d1706c0",Article,Scopus,2-s2.0-77953812082
"Ramautar, R., Toraño, J.S., Somsen, G.W., De Jong, G.J.","Evaluation of CE methods for global metabolic profiling of urine",2010,"Electrophoresis",31,14,,2319,2327,,33,10.1002/elps.200900750,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954731487&partnerID=40&md5=e732b46dad86c6d63c0a2dcd17a2ae4c",Article,Scopus,2-s2.0-77954731487
"Peč, J., Flores-Sanchez, I.J., Choi, Y.H., Verpoorte, R.","Metabolic analysis of elicited cell suspension cultures of Cannabis sativa L. by <sup>1</sup>H-NMR spectroscopy",2010,"Biotechnology Letters",32,7,,935,941,,8,10.1007/s10529-010-0225-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953872453&partnerID=40&md5=98fe95c0a147d9d2541bdfeb657893a1",Article,Scopus,2-s2.0-77953872453
"Kim, Y., Park, Y.-J., Yang, S.-O., Kim, S.-H., Hyun, S.-H., Cho, S., Kim, Y.-S., Kwon, D.Y., Cha, Y.-S., Chae, S., Choi, H.-K.","Hypoxanthine levels in human urine serve as a screening indicator for the plasma total cholesterol and low-density lipoprotein modulation activities of fermented red pepper paste",2010,"Nutrition Research",30,7,,455,461,,5,10.1016/j.nutres.2010.06.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955960077&partnerID=40&md5=509a746d97afade4fcbb9594cca412d7",Article,Scopus,2-s2.0-77955960077
"Schilmiller, A.L., Miner, D.P., Larson, M., McDowell, E., Gang, D.R., Wilkerson, C., Last, R.L.","Studies of a biochemical factory: Tomato trichome deep expressed sequence tag sequencing and proteomics",2010,"Plant Physiology",153,3,,1212,1223,,69,10.1104/pp.110.157214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954247251&partnerID=40&md5=a05200acdeddd9200de93bfbb5fcdce5",Article,Scopus,2-s2.0-77954247251
"Lee, R., Britz-McKibbin, P.","Metabolomic studies of radiation-induced apoptosis of human leukocytes by capillary electrophoresis-mass spectrometry and flow cytometry: Adaptive cellular responses to ionizing radiation",2010,"Electrophoresis",31,14,,2328,2337,,19,10.1002/elps.200900451,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954693378&partnerID=40&md5=bc563df3ecacc9c6f6e643198a38cf21",Article,Scopus,2-s2.0-77954693378
"Snyder, L.R., Hoggard, J.C., Montine, T.J., Synovec, R.E.","Development and application of a comprehensive two-dimensional gas chromatography with time-of-flight mass spectrometry method for the analysis of l-β-methylamino-alanine in human tissue",2010,"Journal of Chromatography A",1217,27,,4639,4647,,44,10.1016/j.chroma.2010.04.065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953686559&partnerID=40&md5=3b72deca381ff9713d277432c457ae5a",Article,Scopus,2-s2.0-77953686559
"Düvel, K., Yecies, J.L., Menon, S., Raman, P., Lipovsky, A.I., Souza, A.L., Triantafellow, E., Ma, Q., Gorski, R., Cleaver, S., Vander Heiden, M.G., MacKeigan, J.P., Finan, P.M., Clish, C.B., Murphy, L.O., Manning, B.D.","Activation of a metabolic gene regulatory network downstream of mTOR complex 1",2010,"Molecular Cell",39,2,,171,183,,617,10.1016/j.molcel.2010.06.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955483125&partnerID=40&md5=7b3066c8a319f2a81680056ab1efe69a",Article,Scopus,2-s2.0-77955483125
"Sugimoto, M., Hirayama, A., Robert, M., Abe, S., Soga, T., Tomita, M.","Prediction of metabolite identity from accurate mass, migration time prediction and isotopic pattern information in CE-TOFMS data",2010,"Electrophoresis",31,14,,2311,2318,,43,10.1002/elps.200900584,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954744279&partnerID=40&md5=d833bd60c2ac51b551a66982c66aae98",Article,Scopus,2-s2.0-77954744279
"Reinke, S.N., Hu, X., Sykes, B.D., Lemire, B.D.","Caenorhabditis elegans diet significantly affects metabolic profile, mitochondrial DNA levels, lifespan and brood size",2010,"Molecular Genetics and Metabolism",100,3,,274,282,,39,10.1016/j.ymgme.2010.03.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953028990&partnerID=40&md5=bb7cc2da7a96fb5ae8e38b2115934f0e",Article,Scopus,2-s2.0-77953028990
"Legido-Quigleya, C., Stella, C., Perez-Jimenez, F., Lopez-Miranda, J., Ordovas, J., Powell, J., Van-der-Ouderaa, F., Ware, L., Lindon, J.C., Nicholson, J.K., Holmes, E.","Liquid chromatography-mass spectrometry methods for urinary biomarker detection in metabonomic studies with application to nutritional studies",2010,"Biomedical Chromatography",24,7,,737,743,,29,10.1002/bmc.1357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953525948&partnerID=40&md5=b1a35c8a9613f9613d80f1e2d5901299",Article,Scopus,2-s2.0-77953525948
"IpCho, S.V.S., Tan, K.-C., Koh, G., Gummer, J., Oliver, R.P., Trengove, R.D., Solomon, P.S.","The transcription factor stua regulates central carbon metabolism, mycotoxin production, and effector gene expression in the wheat pathogen Stagonospora nodorum",2010,"Eukaryotic Cell",9,7,,1100,1108,,29,10.1128/EC.00064-10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956839098&partnerID=40&md5=e63d6c4c33ddf705bc3a5b115b5ded37",Article,Scopus,2-s2.0-77956839098
"Hall, R.D., De Vos, R.C.H., Ward, J.L.","Plant metabolomics applications in the Brassicaceae: Added value for science and industry",2010,"Acta Horticulturae",867,,,191,205,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957144326&partnerID=40&md5=d99d2c3333a7d0a7c4f82ce4d13f2171",Conference Paper,Scopus,2-s2.0-77957144326
"Xu, W., Huang, Y., Wang, L., Yang, Q., Xiao, H., Zhang, D.","Classification of diabetes deficiency syndromes based plasma fatty acid metabolic profilings using pre-column derivatization quantitative method",2010,"Chinese Journal of Chromatography (Se Pu)",28,6,,547,550,,3,10.3724/SP.J.1123.2010.00547,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79959835038&partnerID=40&md5=f3604710728d5ccec2cfcd3e40000a59",Article,Scopus,2-s2.0-79959835038
"Nemoto, T.","Urine metabolomics: Comprehensive analysis by NMR-metabolic profiling",2010,"Japanese Journal of Nephrology",52,4,,489,494,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953769614&partnerID=40&md5=be612d1d41d6ecd27b3b5cdc4603ebdb",Article,Scopus,2-s2.0-77953769614
"Griffin, J.L., Steinbeck, C.","So what have data standards ever done for us? The view from metabolomics",2010,"Genome Medicine",2,6, 38,,,,15,10.1186/gm159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751683822&partnerID=40&md5=5c8c25065e86681f749816e9b4349e96",Article,Scopus,2-s2.0-78751683822
"Wang, S.-Y., Ho, T.-J., Kuo, C.-H., Tseng, Y.J.","Chromaligner: A web server for chromatogram alignment",2010,"Bioinformatics",26,18, btq337,2338,2339,,11,10.1093/bioinformatics/btq337,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956520033&partnerID=40&md5=d33354551b90845ae5921a4b8eb2b1b3",Article,Scopus,2-s2.0-77956520033
"Tucker, D.J., Wallis, I.R., Bolton, J.M., Marsh, K.J., Rosser, A.A., Brereton, I.M., Nicolle, D., Foley, W.J.","A Metabolomic approach to identifying chemical mediators of mammal-plant interactions",2010,"Journal of Chemical Ecology",36,7,,727,735,,11,10.1007/s10886-010-9803-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954243727&partnerID=40&md5=bd8fba7be740e14142a4ec143099c1f1",Article,Scopus,2-s2.0-77954243727
"Broz, A.K., Broeckling, C.D., De-la-Peña, C., Lewis, M.R., Greene, E., Callaway, R.M., Sumner, L.W., Vivanco, J.M.","Plant neighbor identity influences plant biochemistry and physiology related to defense",2010,"BMC Plant Biology",10,, 115,,,,44,10.1186/1471-2229-10-115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953570321&partnerID=40&md5=4fdd1f833b420886b420d4490586402a",Article,Scopus,2-s2.0-77953570321
"Tilmans, N.P., Krusemark, C.J., Harbury, P.A.B.","Expedient synthesis of a modular phosphate affinity reagent",2010,"Bioconjugate Chemistry",21,6,,1010,1013,,1,10.1021/bc900538b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953624804&partnerID=40&md5=2e34f69c56e3b2dad44c92272b97f2c0",Article,Scopus,2-s2.0-77953624804
"Wang, B., Fang, A., Heim, J., Bogdanov, B., Pugh, S., Libardoni, M., Zhang, X.","DISCO: Distance and spectrum correlation optimization alignment for two-dimensional gas chromatography time-of-flight mass spectrometry-based metabolomics",2010,"Analytical Chemistry",82,12,,5069,5081,,55,10.1021/ac100064b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953604806&partnerID=40&md5=bfbae694c045ea0ed40973ac66c31a19",Article,Scopus,2-s2.0-77953604806
"Arjmand, M., Kompany-Zareh, M., Vasighi, M., Parvizzadeh, N., Zamani, Z., Nazgooei, F.","Nuclear magnetic resonance-based screening of thalassemia and quantification of some hematological parameters using chemometric methods",2010,"Talanta",81,4-5,,1229,1236,,13,10.1016/j.talanta.2010.02.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952104812&partnerID=40&md5=83757f4b568188158e7e5c2150923d5c",Article,Scopus,2-s2.0-77952104812
"Kikuchi, K., Itoh, Y., Tateoka, R., Ezawa, A., Murakami, K., Niwa, T.","Metabolomic analysis of uremic toxins by liquid chromatography/electrospray ionization-tandem mass spectrometry",2010,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",878,20,,1662,1668,,49,10.1016/j.jchromb.2009.11.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952693346&partnerID=40&md5=a9a28a05ec649311280fcd25b035153e",Article,Scopus,2-s2.0-77952693346
"Reisdorph, N.A., Reisdorph, R.","Proteomics and metabolomics and their application to analgesia research.",2010,"Methods in molecular biology (Clifton, N.J.)",617,,,457,473,,1,10.1007/978-1-60327-323-7_33,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953083904&partnerID=40&md5=03d9d763e523dbeb007974a72a3fecd3",Article,Scopus,2-s2.0-77953083904
"Mensack, M.M., Fitzgerald, V.K., Lewis, M.R., Thompson, H.J.","Characterization of low molecular weight chemical fractions of dry bean (phaseolus vulgaris) for bioactivity using caenorhabditis elegans longevity and metabolite fingerprinting",2010,"Journal of Agricultural and Food Chemistry",58,11,,6697,6705,,7,10.1021/jf1007538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953158498&partnerID=40&md5=2ed4deca4901109f6389defc6347aa13",Article,Scopus,2-s2.0-77953158498
"Wu, C.-L., Jordan, K.W., Ratai, E.M., Sheng, J., Adkins, C.B., DeFeo, E.M., Jenkins, B.G., Ying, L., McDougal, W.S., Cheng, L.L.","Metabolomic imaging for human prostate cancer detection",2010,"Science Translational Medicine",2,16,,,,16ra8,24,10.1126/scitranslmed.3000513,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953007681&partnerID=40&md5=1cdde4f93ebb086ec3ec4d04907851ba",Article,Scopus,2-s2.0-77953007681
"McClay, J.L., Adkins, D.E., Isern, N.G., O'Connell, T.M., Wooten, J.B., Zedler, B.K., Dasika, M.S., Webb, B.T., Webb-Robertson, B.-J., Pounds, J.G., Murrelle, E.L., Leppert, M.F., Van Den Oord, E.J.C.G.","<sup>1</sup>H nuclear magnetic resonance metabolomics analysis identifies novel urinary biomarkers for lung function",2010,"Journal of Proteome Research",9,6,,3083,3090,,35,10.1021/pr1000048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954567884&partnerID=40&md5=9a6d258a029ff36cb0038e2c0fa9897a",Article,Scopus,2-s2.0-77954567884
"Wibom, C., Surowiec, I., Mörén, L., Bergström, P., Johansson, M., Antti, H., Bergenheim, A.T.","Metabolomic patterns in glioblastoma and changes during radiotherapy: A clinical microdialysis study",2010,"Journal of Proteome Research",9,6,,2909,2919,,45,10.1021/pr901088r,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954611048&partnerID=40&md5=12e9c60a25195bd2684bced583481677",Article,Scopus,2-s2.0-77954611048
"Cavill, R., Sidhu, J.K., Kilarski, W., Javerzat, S., Hagedorn, M., Ebbels, T.M.D., Bikfalvi, A., Keun, H.C.","A combined metabonomic and transcriptomic approach to investigate metabolism during development in the chick chorioallantoic membrane",2010,"Journal of Proteome Research",9,6,,3126,3134,,4,10.1021/pr100033t,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954611323&partnerID=40&md5=a1c1589276462fb585640967587696d5",Article,Scopus,2-s2.0-77954611323
"Stickland, H.G., Davenport, P.W., Lilley, K.S., Griffin, J.L., Welch, M.","Mutation of nfxB causes global changes in the physiology and metabolism of pseudomonas aeruginosa",2010,"Journal of Proteome Research",9,6,,2957,2967,,33,10.1021/pr9011415,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954596827&partnerID=40&md5=e7265b1e9ca387f29836f5a7404fda6e",Article,Scopus,2-s2.0-77954596827
"Yap, I.K.S., Angley, M., Veselkov, K.A., Holmes, E., Lindon, J.C., Nicholson, J.K.","Urinary metabolic phenotyping differentiates children with autism from their unaffected siblings and age-matched controls",2010,"Journal of Proteome Research",9,6,,2996,3004,,133,10.1021/pr901188e,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954592502&partnerID=40&md5=1d6df7de4fd56041ae6ccc7a321b55cd",Article,Scopus,2-s2.0-77954592502
"Pasikanti, K.K., Esuvaranathan, K., Ho, P.C., Mahendran, R., Kamaraj, R., Wu, Q.H., Chiong, E., Chan, E.C.Y.","Noninvasive urinary metabonomic diagnosis of human bladder cancer",2010,"Journal of Proteome Research",9,6,,2988,2995,,99,10.1021/pr901173v,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954606504&partnerID=40&md5=2059567278a41ac19164a106dd759662",Article,Scopus,2-s2.0-77954606504
"Michopoulos, F., Theodoridis, G., Smith, C.J., Wilson, I.D.","Metabolite profiles from dried biofluid spots for metabonomic studies using UPLC combined with oaToF-MS",2010,"Journal of Proteome Research",9,6,,3328,3334,,37,10.1021/pr100124b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954596543&partnerID=40&md5=e9fcdcffa56f399f26db77a7dabd856d",Article,Scopus,2-s2.0-77954596543
"Saito, K., Matsuda, F.","Metabolomics for functional genomics, systems biology, and biotechnology",2010,"Annual Review of Plant Biology",61,,,463,489,,286,10.1146/annurev.arplant.043008.092035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951880802&partnerID=40&md5=c74fe39d67c6335436f6133d500e4e44",Article,Scopus,2-s2.0-77951880802
"Mittler, R., Blumwald, E.","Genetic engineering for modern agriculture: Challenges and perspectives",2010,"Annual Review of Plant Biology",61,,,443,462,,342,10.1146/annurev-arplant-042809-112116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952480844&partnerID=40&md5=69e88796522f8c7adc41983b005a1072",Article,Scopus,2-s2.0-77952480844
"Brown, S.A.E., McKelvie, J.R., Simpson, A.J., Simpson, M.J.","<sup>1</sup>H NMR metabolomics of earthworm exposure to sub-lethal concentrations of phenanthrene in soil",2010,"Environmental Pollution",158,6,,2117,2123,,46,10.1016/j.envpol.2010.02.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953288333&partnerID=40&md5=ef63b20fde1b922b90f6227d6db03b00",Article,Scopus,2-s2.0-77953288333
"Browne, R.","Metabolomics applications for food",2010,"Food Science and Technology",24,2,,34,35,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953868991&partnerID=40&md5=1616054822d88d96dae0c72ee2d6c652",Article,Scopus,2-s2.0-77953868991
"Sumner, S.J., Burgess, J.P., Snyder, R.W., Popp, J.A., Fennell, T.R.","Metabolomics of urine for the assessment of microvesicular lipid accumulation in the liver following isoniazid exposure",2010,"Metabolomics",6,2,,238,249,,22,10.1007/s11306-010-0197-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952096521&partnerID=40&md5=7dfbcbcfe8ce5d014acb81f6b4a0de92",Article,Scopus,2-s2.0-77952096521
"Agnolet, S., Jaroszewski, J.W., Verpoorte, R., Staerk, D.","<sup>1</sup>H NMR-based metabolomics combined with HPLC-PDA-MSSPE- NMR for investigation of standardized Ginkgo biloba preparations",2010,"Metabolomics",6,2,,292,302,,53,10.1007/s11306-009-0195-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649909049&partnerID=40&md5=c4bc61dd12fc56daff93dbc8b548bcb0",Article,Scopus,2-s2.0-78649909049
"Yizhak, K., Benyamini, T., Liebermeister, W., Ruppin, E., Shlomi, T.","Integrating quantitative proteomics and metabolomics with a genome-scale metabolic network model",2010,"Bioinformatics",26,12, btq183,i255,i260,,105,10.1093/bioinformatics/btq183,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954197778&partnerID=40&md5=035c2ad6c1037d6956aaf3240f3d2b4e",Article,Scopus,2-s2.0-77954197778
"Jian, W.X., Yuan, Z.K., Huang, X.P.","[Detection and analysis on plasma metabolomics in patient with coronary heart disease of Xin-blood stasis syndrome pattern].",2010,"Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine / Zhongguo Zhong xi yi jie he xue hui, Zhongguo Zhong yi yan jiu yuan zhu ban",30,6,,579,584,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79956064790&partnerID=40&md5=114aa4a64b8f9bce3663d620f691f590",Article,Scopus,2-s2.0-79956064790
"Shoemaker, J.D.","One-step metabolomics: Carbohydrates, organic and amino acids quantified in a single procedure",2010,"Journal of Visualized Experiments",,40, e2014,,,,8,10.3791/2014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80355142173&partnerID=40&md5=de454772df1e59e8790635f1d0c94800",Article,Scopus,2-s2.0-80355142173
"Calvani, R., Miccheli, A., Capuani, G., Tomassini Miccheli, A., Puccetti, C., Delfini, M., Iaconelli, A., Nanni, G., Mingrone, G.","Gut microbiome-derived metabolites characterize a peculiar obese urinary metabotype",2010,"International Journal of Obesity",34,6,,1095,1098,,94,10.1038/ijo.2010.44,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953611756&partnerID=40&md5=21355be84c4f304dd7182d12cfb0697a",Article,Scopus,2-s2.0-77953611756
"Steffens, D.C., Wei Jiang, Krishnan, K.R.R., Karoly, E.D., Mitchell, M.W., O'Connor, C.M., Kaddurah-Daouk, R.","Metabolomic differences in heart failure patients with and without major depression",2010,"Journal of Geriatric Psychiatry and Neurology",23,2,,138,146,,28,10.1177/0891988709358592,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951949967&partnerID=40&md5=100cfb63a9b319ce6c5c142b9f6e75d4",Article,Scopus,2-s2.0-77951949967
"Jourdan, F., Cottret, L., Huc, L., Wildridge, D., Scheltema, R., Hillenweck, A., Barrett, M.P., Zalko, D., Watson, D.G., Debrauwer, L.","Use of reconstituted metabolic networks to assist in metabolomic data visualization and mining",2010,"Metabolomics",6,2,,312,321,,22,10.1007/s11306-009-0196-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880610790&partnerID=40&md5=72fafcd5e978a5ab20dca2ad26278f1b",Article,Scopus,2-s2.0-84880610790
"McKelvie, J.R., Wolfe, D.M., Celejewski, M., Simpson, A.J., Simpson, M.J.","Correlations of Eisenia fetida metabolic responses to extractable phenanthrene concentrations through time",2010,"Environmental Pollution",158,6,,2150,2157,,23,10.1016/j.envpol.2010.02.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953290866&partnerID=40&md5=33a6e9a0ae1dc82a52a85c6411f096c8",Article,Scopus,2-s2.0-77953290866
"Rubtsov, D.V., Waterman, C., Currie, R.A., Waterfield, C., Salazar, J.D., Wright, J., Griffin, J.L.","Application of a Bayesian deconvolution approach for high-resolution 1H NMR spectra to assessing the metabolic effects of acute phenobarbital exposure in liver tissue",2010,"Analytical Chemistry",82,11,,4479,4485,,14,10.1021/ac100344m,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953000217&partnerID=40&md5=a6bf6ed8d5f88396abc574b246b0eec2",Article,Scopus,2-s2.0-77953000217
"Ward, J.L., Baker, J.M., Miller, S.J., Deborde, C., Maucourt, M., Biais, B., Rolin, D., Moing, A., Moco, S., Vervoort, J., Lommen, A., Schäfer, H., Humpfer, E., Beale, M.H.","An inter-laboratory comparison demonstrates that [<sup>1</sup>H]-NMR metabolite fingerprinting is a robust technique for collaborative plant metabolomic data collection",2010,"Metabolomics",6,2,,263,273,,52,10.1007/s11306-010-0200-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80054885906&partnerID=40&md5=a383c3315a9cc986195cdc9a07fc761b",Article,Scopus,2-s2.0-80054885906
"Zhai, G., Wang-Sattler, R., Hart, D.J., Arden, N.K., Hakim, A.J., Illig, T., Spector, T.D.","Serum branched-chain amino acid to histidine ratio: A novel metabolomic biomarker of knee osteoarthritis",2010,"Annals of the Rheumatic Diseases",69,6,,1227,1231,,66,10.1136/ard.2009.120857,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953695390&partnerID=40&md5=c6b443c57cfdad8787b8f4b921cab464",Article,Scopus,2-s2.0-77953695390
