," This is a citation overview for a set of 9206 documents.",,,,,,,,,,,,,,,,,
2008,"High-throughput tissue extraction protocol for NMR- and MS-based metabolomics","Wu H., Southam A.D., Hines A., Viant M.R.",00032697,"Analytical Biochemistry",372, 2,0,0,8,14,20,31,32,33,34,172,120,292
2008,"Multiple ionization mass spectrometry strategy used to reveal the complexity of metabolomics","Nordstrom A., Want E., Northen T., Lehtio J., Siuzdak G.",00032700,"Analytical Chemistry",80, 2,0,0,4,13,17,22,16,20,15,107,20,127
2008,"Atmospheric pressure infrared MALDI imaging mass spectrometry for plant metabolomics","Li Y., Shrestha B., Vertes A.",00032700,"Analytical Chemistry",80, 2,0,0,7,15,23,22,15,14,9,105,23,128
2008,"Evaluation of a protocol for metabolic profiling studies on human blood plasma by combined ultra-performance liquid chromatography/mass spectrometry: From extraction to data analysis","Bruce S.J., Jonsson P., Antti H., Cloarec O., Trygg J., Marklund S.L., Moritz T.",00032697,"Analytical Biochemistry",372, 2,0,0,4,12,17,15,14,17,12,91,8,99
2008,"Mitochondrial Overload and Incomplete Fatty Acid Oxidation Contribute to Skeletal Muscle Insulin Resistance","Koves T.R., Ussher J.R., Noland R.C., Slentz D., Mosedale M., Ilkayeva O., Bain J., Stevens R., Dyck J.R.B., Newgard C.B., Lopaschuk G.D., Muoio D.M.",15504131,"Cell Metabolism",7, 1,0,0,25,85,81,81,103,94,86,555,244,799
2008,"Ensuring the safety of botanical dietary supplements","Van Breemen R.B., Fong H.H.S., Farnsworth N.R.",00029165,"American Journal of Clinical Nutrition",87, 2,0,0,1,2,3,4,13,7,0,30,9,39
2008,"Differential metabolomics using stable isotope labeling and two-dimensional gas chromatography with time-of-flight mass spectrometry","Huang X., Regnier F.E.",00032700,"Analytical Chemistry",80, 1,0,0,3,7,7,5,6,9,7,44,8,52
2008,"Mass spectrometry methods in metabolomics","Lokhov P.G., Arckakov A.I.",23106905,"Biomeditsinskaya Khimiya",54, 5,0,0,0,0,0,0,1,0,1,2,4,6
2008,"Visualization of GC/TOF-MS-based metabolomics data for identification of biochemically interesting compounds using OPLS class models","Wiklund S., Johansson E., Sjostrom L., Mellerowicz E.J., Edlund U., Shockcor J.P., Gottfries J., Moritz T., Trygg J.",00032700,"Analytical Chemistry",80, 1,0,0,11,32,54,63,64,64,66,354,210,564
2008,"A novel in vitro metabolomics approach for neurotoxicity testing, proof of principle for methyl mercury chloride and caffeine","van Vliet E., Morath S., Eskes C., Linge J., Rappsilber J., Honegger P., Hartung T., Coecke S.",0161813X,"NeuroToxicology",29, 1,0,0,0,2,10,14,3,3,5,37,22,59
2008,"Application of lipidomics and metabolomics to the study of adipose tissue","Mattila I., Seppanen-Laakso T., Suortti T., Oresic M.",10643745,"Methods in Molecular Biology",456, ,0,0,0,0,0,0,0,0,0,0,1,1
2008,"Evaluation of Embryo Quality by Metabolomics: A New Strategy to Aid Single Embryo Transfer","Sakkas D., Morita H., Yamashita N., Kato O., Botros L., Roos P., Seli E.",13417738,"Journal of Mammalian Ova Research",25, 1,0,0,0,0,1,0,0,1,0,2,4,6
2008,"Pre-SAT180, a simple and effective method for residual water suppression","Mo H., Raftery D.",10907807,"Journal of Magnetic Resonance",190, 1,0,0,4,6,5,2,2,3,3,25,9,34
2008,"Engineering complex phenotypes in industrial strains","Patnaik R.",87567938,"Biotechnology Progress",24, 1,0,0,2,5,12,11,16,11,4,61,11,72
2008,"Metabolic Profiling as a Tool for Understanding Mechanisms of Toxicity","Clarke C.J., Haselden J.N.",01926233,"Toxicologic Pathology",36, 1,0,0,0,10,13,13,11,9,11,67,28,95
2008,"Meat spoilage during distribution","Nychas G.-J.E., Skandamis P.N., Tassou C.C., Koutsoumanis K.P.",03091740,"Meat Science",78, 1-2,0,0,1,10,14,23,34,37,36,155,138,293
2008,"Bioactive compounds in small fruits and their influence on human health","Badjakov I., Nikolova M., Gevrenova R., Kondakova V., Todorovska E., Atanassov A.",13102818,"Biotechnology and Biotechnological Equipment",22, 1,0,0,0,4,1,1,3,5,2,16,5,21
2008,"Population-specific metabolic phenotypes of Arabidopsis lyrata ssp. petraea","Davey M.P., Burrell M.M., Woodward F.I., Quick W.P.",0028646X,"New Phytologist",177, 2,0,0,1,8,2,6,3,4,4,28,12,40
2008,"Analysis of urine metabonome from patients with bladder carcinoma by gas chromatography coupled with-mass spectrometry","Lin Y.-J., Wang J., Wang Y., Qu H.-B., Cheng Y.-Y.",2533820,"Fenxi Huaxue/ Chinese Journal of Analytical Chemistry",36, 9,0,0,0,1,0,0,0,1,0,2,0,2
2008,"[Preimplantation embryo development: Current status and perspectives in clinical embryology, Développement de l'embryon préimplantatoire : état actuel et perspectives en embryologie clinique]","Royere D., Guerif F.",12979589,"Gynecologie Obstetrique et Fertilite",36, 11,0,0,0,1,0,0,0,0,0,1,0,1
2008,"Metabonomics in research of natural drugs and traditional Chinese medicines","Liu C.-X., Si D.-Y., Wan R.-Z., Lin Y.-P., Xu Y.-Y.",16723651,"Chinese Journal of Natural Medicines",6, 2,0,0,0,2,0,0,1,1,1,5,1,6
2008,"Species variation in the fecal metabolome gives insight into differential gastrointestinal function","Saric J., Wang Y., Li J., Coen M., Utzinger J., Marchesi J.R., Keiser J., Veselkov K., Lindon J.C., Nicholson J.K., Holmes E.",15353893,"Journal of Proteome Research",7, 1,0,0,3,14,11,13,8,12,13,74,37,111
2008,"High-throughput nuclear magnetic resonance metabolomic footprinting for tissue engineering","Seagle C., Christie M.A., Winnike J.H., McClelland R.E., Ludlow J.W., O'Connell T.M., Gamcsik M.P., Macdonald J.M.",19373384,"Tissue Engineering - Part C: Methods",14, 2,0,0,0,0,0,4,7,3,1,15,1,16
2008,"Metabonomics and its application prospect in TCM study","Wang G.-J., Zha W.-B., Hao H.-P., A J.-Y.",16723651,"Chinese Journal of Natural Medicines",6, 2,0,0,0,1,0,0,2,1,1,5,1,6
2008,"Drugs in action","Eggert U.S., Superti-Furga G.",15524450,"Nature Chemical Biology",4, 1,0,0,0,0,0,1,0,1,0,2,0,2
2008,"Quantitative physiological study of the fast dynamics in the intracellular pH of Saccharomyces cerevisiae in response to glucose and ethanol pulses","Kresnowati M.T.A.P., Suarez-Mendez C.M., van Winden W.A., van Gulik W.M., Heijnen J.J.",10967176,"Metabolic Engineering",10, 1,0,0,0,1,3,5,2,6,2,19,3,22
2008,"MetaNetter: Inference and visualization of high-resolution metabolomic networks","Jourdan F., Breitling R., Barrett M.P., Gilbert D.",13674803,"Bioinformatics",24, 1,0,0,3,2,7,4,1,4,4,25,5,30
2008,"Comparison of the practical resolving power of one- and two-dimensional high-performance liquid chromatography analysis of metabolomic samples","Stoll D.R., Wang X., Carr P.W.",00032700,"Analytical Chemistry",80, 1,0,0,1,6,9,10,8,10,7,51,25,76
2008,"Metabolomic and proteomic analysis of a clonal insulin-producing β-cell line (INS-1 832/13)","Fernandez C., Fransson U., Hallgard E., Spegel P., Holm C., Krogh M., Warell K., James P., Mulder H.",15353893,"Journal of Proteome Research",7, 1,0,0,2,10,4,3,4,4,5,32,6,38
2008,"Clathrates lead to MS without a matrix","Piggee C.",00032700,"Analytical Chemistry",80, 1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"A metabolome study of the steady-state relation between central metabolism, amino acid biosynthesis and penicillin production in Penicillium chrysogenum","Nasution U., van Gulik W.M., Ras C., Proell A., Heijnen J.J.",10967176,"Metabolic Engineering",10, 1,0,0,0,1,6,7,8,6,6,34,8,42
2008,"Expression of hepatitis B virus proteins in transgenic mice alters lipid metabolism and induces oxidative stress in the liver","Yang F., Yan S., He Y., Wang F., Song S., Guo Y., Zhou Q., Wang Y., Lin Z., Yang Y., Zhang W., Sun S.",01688278,"Journal of Hepatology",48, 1,0,0,2,10,5,5,6,4,1,33,7,40
2008,"Applications of toxicogenomics to nonclinical drug development: Regulatory science considerations","Sistare F.D., Degeorge J.J.",10643745,"Methods in Molecular Biology",460, ,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Metagenomic analysis for microbial ecology and biotechnology","Ovcharenko L.P., Kozyrovska N.O.",02337657,"Biopolymers and Cell",24, 3,0,0,0,0,0,0,1,0,0,1,0,1
2008,"Depiction of metabolome changes in histidine-starved Escherichia coli by CE-TOFMS","Ohashi Y., Hirayama A., Ishikawa T., Nakamura S., Shimizu K., Ueno Y., Tomita M., Soga T.",1742206X,"Molecular BioSystems",4, 2,0,0,2,14,10,11,15,15,10,77,31,108
2008,"Contributions of microorganisms to industrial biology","Demain A.L., Adrio J.L.",10736085,"Molecular Biotechnology",38, 1,0,0,2,3,15,7,8,6,9,50,16,66
2008,"New analytical perspectives for the agronomic research in the field of functional food and nutraceuticals","Leon C., Garcia-Canas V., Ibanez E., Cifuentes A.",11254718,"Italian Journal of Agronomy",3, 3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Correlation network analysis for data integration and biomarker selection","Adourian A., Jennings E., Balasubramanian R., Hines W.M., Damian D., Plasterer T.N., Clish C.B., Stroobant P., McBurney R., Verheij E.R., Bobeldijk I., Van Der Greef J., Lindberg J., Kenne K., Andersson U., Hellmold H., Nilsson K., Salter H., Schuppe-Koistinen I.",1742206X,"Molecular BioSystems",4, 3,0,0,2,8,7,4,8,5,1,35,7,42
2008,"Nutrigenomics: The cutting edge and Asian perspectives","Kato H.",09647058,"Asia Pacific Journal of Clinical Nutrition",17, 1,0,0,0,3,2,1,1,1,2,10,4,14
2008,"[Nutrition in the post-genome era: 'Omic' tools basics and applications, Nutrição no pós-genoma: Fundamentos e aplicações de ferramentas ômicas]","Fialho E., Moreno F.S., Ong T.P.",14155273,"Revista de Nutricao",21, 6,0,0,0,0,1,0,0,1,2,4,3,7
2008,"[Genomics and proteomics for the improvement of agricultural productions, Analisi genomiche e proteomiche per il miglioramento della qualità e sicurezza delle produzioni agrarie]","Lafiandra D., Masci S., Recupero G.R., Terzi V., Carputo D., Odoardi M.",11254718,"Italian Journal of Agronomy",3, 1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Trichoderma-plant-pathogen interactions","Vinale F., Sivasithamparam K., Ghisalberti E.L., Marra R., Woo S.L., Lorito M.",00380717,"Soil Biology and Biochemistry",40, 1,0,0,6,21,30,38,40,24,53,212,104,316
2008,"Biorepository standards and protocols for collecting, processing, and storing human tissues","Troyer D.",10643745,"Methods in Molecular Biology",441, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Enrichment tags for enhanced-resolution profiling of the polar metabolome","Carlson E.E., Cravatt B.F.",00027863,"Journal of the American Chemical Society",129, 51,0,0,2,2,7,6,2,0,2,21,10,31
2007,"Sulfur X-ray absorption spectroscopy of living mammalian cells: An enabling tool for sulfur metabolomics. In situ observation of uptake of taurine into MDCK cells","Guida M., Sneeden E.Y., Whitin J.C., Prince R.C., Pickering I.J., Korbas M., George G.N.",00062960,"Biochemistry",46, 51,0,0,1,3,0,0,3,1,1,9,5,14
2007,"Method for determining molar concentrations of metabolites in complex solutions from two-dimensional <sup>1</sup>H-<sup>13</sup>C NMR spectra","Lewis I.A., Schommer S.C., Hodis B., Robb K.A., Tonelli M., Westler W.M., Sussman M.R., Markley J.L.",00032700,"Analytical Chemistry",79, 24,0,0,8,16,21,16,27,19,19,126,37,163
2007,"A multiway approach to analyze metabonomic data: a study of maize seeds development","Castro C., Manetti C.",00032697,"Analytical Biochemistry",371, 2,0,0,2,4,3,2,3,3,4,21,3,24
2007,"Science diet","Drahl C.",00092347,"Chemical and Engineering News",85, 50,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Microsystem for single-cell metabolomics","Goedecke N., Toelke R., Heer F., Hierlemann A.",,"TRANSDUCERS and EUROSENSORS '07 - 4th International Conference on Solid-State Sensors, Actuators and Microsystems",, ,0,0,0,0,1,0,1,0,0,2,0,2
2007,"Metabolomics identifies perturbations in human disorders of propionate metabolism","Wikoff W.R., Gangoiti J.A., Barshop B.A., Siuzdak G.",00099147,"Clinical Chemistry",53, 12,0,1,7,10,10,11,20,12,9,80,19,99
2007,"New bioinformatics resources for metabolomics","Markley J.L., Anderson M.E., Cui Q., Eghbalnia H.R., Lewis I.A., Hegeman A.D., Li J., Schulte C.F., Sussman M.R., Westler W.M., Ulrich E.L., Zolnai Z.",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,5,4,4,7,8,8,8,2,46,15,61
2007,"Use of NMR metabolomics to analyze the targets of D-cycloserine in mycobacteria: Role of D-alanine racemase","Halouska S., Chacon O., Fenton R.J., Zinniel D.K., Barletta R.G., Powers R.",15353893,"Journal of Proteome Research",6, 12,0,0,0,3,2,7,11,7,9,39,10,49
2007,"Integration of wavelet transform with PCA and ANN for metabolomics data-mining","Xia J.-M., Wu X.-J., Yuan Y.-J.",15733882,"Metabolomics",3, 4,0,0,0,2,2,2,4,1,1,12,5,17
2007,"Differential metabolomics unraveling light/dark regulation of metabolic activities in Arabidopsis cell culture","Nakamura Y., Kimura A., Saga H., Oikawa A., Shinbo Y., Kai K., Sakurai N., Suzuki H., Kitayama M., Shibata D., Kanaya S., Ohta D.",00320935,"Planta",227, 1,0,0,7,6,3,4,4,4,3,31,1,32
2007,"Identification of small molecules from human embryonic stem cells using metabolomics","Cezar G.G., Quam J.A., Smith A.M., Rosa G.J.M., Piekarczyk M.S., Brown J.F., Gage F.H., Muotri A.R.",15473287,"Stem Cells and Development",16, 6,0,0,2,5,8,14,10,7,3,49,8,57
2007,"Metabolomics: Applications in functional biodiversity analysis in potato","Davies H.V.",05677572,"Acta Horticulturae",745, ,0,0,0,0,0,2,2,0,0,4,1,5
2007,"Serum metabolomics reveals many novel metabolic markers of heart failure, including pseudouridine and 2-oxoglutarate","Dunn W.B., Broadhurst D.I., Deepak S.M., Buch M.H., McDowell G., Spasic I., Ellis D.I., Brooks N., Kell D.B., Neyses L.",15733882,"Metabolomics",3, 4,0,2,8,9,4,14,5,14,11,67,28,95
2007,"Genomics and metabolomics research for brain tumour diagnosis based on machine learning","Garcia-Gomez J.M., Tortajada S., Vicente J., Saez C., Castells X., Luts J., Julia-Sape M., Juan-Ciscar A., Van Huffel S., Barcelo A., Arino J., Anis C., Robles M.",03029743,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",4507, ,0,0,0,1,0,0,2,0,0,3,0,3
2007,"Potato metabolomics by GC-MS: What are the limiting factors?","Shepherd T., Dobson G., Verrall S.R., Conner S., Griffiths D.W., McNicol J.W., Davies H.V., Stewart D.",15733882,"Metabolomics",3, 4,0,1,2,6,5,7,10,1,4,36,10,46
2007,"Comparative metabolomics of breast cancer","Yang C., Richardson A.D., Smith J.W., Osterman A.",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,1,4,4,6,7,5,4,7,38,6,44
2007,"Monitoring novel metabolic pathways using metabolomics and machine learning: Induction of the phosphoketolase pathway in Aspergillus nidulans cultivations","Panagiotou G., Kouskoumvekaki I., Jonsdottir S.O., Olsson L.",15733882,"Metabolomics",3, 4,0,0,3,1,0,2,2,1,0,9,0,9
2007,"Data mining for metabolomics","Nordstrom A.",17577152,"RSC Biomolecular Sciences",, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Plant metabolomics","Moritz T., Johansson A.I.",17577152,"RSC Biomolecular Sciences",, ,0,0,0,0,0,0,0,0,0,0,1,1
2007,"Influence of acute phytochemical intake on human urinary metabolomic profiles","Walsh M.C., Brennan L., Pujos-Guillot E., Sebedio J.-L., Scalbert A., Fagan A., Higgins D.G., Gibney M.J.",00029165,"American Journal of Clinical Nutrition",86, 6,0,0,10,10,18,9,9,19,9,84,15,99
2007,"The secret of NIMS","Doerr A.",15487091,"Nature Methods",4, 12,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Pharmaceutical analytical informatics: Theories and practice","Qi Y.-P., Wu Y.-T., Chai Y.-F.",16712838,"Pharmaceutical Care and Research",7, 6,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Mining time-series sequences of reactions for biologically active patterns in metabolic pathways","Biba M., Esposito F., Ferilli S., Di Mauro N., Basile T.M.A.",,"SEBD 2007 - Proceedings of the 15th Italian Symposium on Advanced Database Systems",, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"A likelihood ratio test for differential metabolic profiles in multiple intensity measurements","Klawonn F., Choi C., Benkert B., Thielen B., Munch R., Schobert M., Schomburg D., Jahn D.",03029743,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",4693, 2,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Characterization of proteomic and metabolomic responses to dietary factors and supplements","Astle J., Ferguson J.T., German J.B., Harrigan G.G., Kelleher N.L., Kodadek T., Parks B.A., Roth M.J., Singletary K.W., Wenger C.D., Mahady G.B.",00223166,"Journal of Nutrition",137, 12,0,0,2,2,6,4,5,2,1,22,3,25
2007,"Leveraging latent information in NMR spectra for robust predictive models","Chang D., Weljie A., Newton J.",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,1,2,2,1,2,3,1,2,14,4,18
2007,"Grand Rounds in Proteomics at the FDA White Oak, Silver Spring, MD, USA April 3, 2007","Goodsaid F., Bandow J.E., Mischak H.",18628346,"Proteomics - Clinical Applications",1, 12,0,0,1,5,2,0,1,0,0,9,0,9
2007,"Biological variability dominates and influences analytical variance in HPLC-ECD studies of the human plasma metabolome","Shurubor Y.I., Matson W.R., Willett W.C., Hankinson S.E., Kristal B.S.",14726890,"BMC Clinical Pathology",7, ,0,0,0,3,2,1,2,2,2,12,0,12
2007,"Validation of a urine metabolome fingerprint in dog for phenotypic classification","Viant M.R., Ludwig C., Rhodes S., Gunther U.L., Allaway D.",15733882,"Metabolomics",3, 4,0,0,2,3,3,0,2,4,2,16,5,21
2007,"Biomining in the post-genomic age: Advances and perspectives","Jerez C.A.",10226680,"Advanced Materials Research",20-21, ,0,0,1,0,0,0,0,0,1,2,0,2
2007,"Biospider: A web server for automating metabolome annotations","Knox C., Shrivastava S., Stothard P., Eisner R., Wishart D.S.",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,5,3,3,3,2,1,6,0,23,0,23
2007,"The application of MANOVA to analyse Arabidopsis thaliana metabolomic data from factorially designed experiments","Johnson H.E., Lloyd A.J., Mur L.A.J., Smith A.R., Causton D.R.",15733882,"Metabolomics",3, 4,0,0,1,3,4,5,5,8,2,28,6,34
2007,"<sup>1</sup>H NMR-based metabolomic identification of at-risk areas after myocardial infarction in swine","Barba I., Jaimez-Auguets E., Rodriguez-Sinovas A., Garcia-Dorado D.",09685243,"Magnetic Resonance Materials in Physics, Biology and Medicine",20, 5-6,0,0,1,3,4,1,1,2,0,12,4,16
2007,"Metabolomic identification of potential phospholipid biomarkers for chronic glomerulonephritis by using high performance liquid chromatography-mass spectrometry","Jia L., Wang C., Zhao S., Lu X., Xu G.",15700232,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",860, 1,0,0,2,2,2,2,2,5,6,21,8,29
2007,"Identification and characterization of amidase-homologous AMI1 genes of bottom-fermenting yeast","Yoshida S., Hashimoto K., Tanaka-Kanai K., Yoshimoto H., Kobayashi O.",0749503X,"Yeast",24, 12,0,0,1,1,1,3,1,0,1,8,0,8
2007,"The need to develop centers for environmental oncology","Lee Davis D., Donovan M., Herberman R., Gaynor M., Axelrod D., van Larebeke N., Sasco A.J.",07533322,"Biomedicine and Pharmacotherapy",61, 10,0,0,1,1,0,0,0,0,2,4,1,5
2007,"Analysis of urinary metabolites for metabolomic study by pressurized CEC","Xie G., Su M., Gu X., Yan C., Qiu Y., Li H., Jia W.",01730835,"Electrophoresis",28, 23,0,0,0,3,3,4,0,0,1,11,0,11
2007,"Lung cancer diagnosis based on urinary modified nucleoside metabolic profiling","Wang W.-Z., Zhao X.-J., Li X., Chen J., Li F.-L., Xu G.-W.",1000503X,"Acta Academiae Medicinae Sinicae",29, 6,0,0,0,1,1,1,0,0,1,4,0,4
2007,"Tissue specialization at the metabolite level is perceived during the development of tomato fruit","Moco S., Capanoglu E., Tikunov Y., Bino R.J., Boyacioglu D., Hall R.D., Vervoort J., De Vos R.C.H.",00220957,"Journal of Experimental Botany",58, 15-16,0,0,7,16,9,16,18,10,15,91,23,114
2007,"Metabonomics profile of urine from rats administrated with different treatment period of isoniazid","Liao Y., Peng S.-Q., Yan X.-Z., Zhang L.-S.",1000503X,"Acta Academiae Medicinae Sinicae",29, 6,0,0,0,1,1,0,1,1,0,4,0,4
2007,"Variation of metabolites in normal human urine","Saude E.J., Adamko D., Rowe B.H., Marrie T., Sykes B.D.",15733882,"Metabolomics",3, 4,0,0,2,12,6,12,9,16,18,75,27,102
2007,"3rd European federation of biotechnology Conference Physiology of Yeasts and Filamentous Fungi PYFF3","Kuokka-Ihalainen A., Saloheimo M., Pakula T.",03579387,"VTT Symposium (Valtion Teknillinen Tutkimuskeskus)",, 245,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Cellular acidosis in rodents exposed to cadmium is caused by adaptation of the tissue rather than an early effect of toxicity","Jones O.A.H., Walker L.A., Nicholson J.K., Shore R.F., Griffin J.L.",1744117X,"Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics",2, 4,0,0,1,1,1,1,2,1,1,8,3,11
2007,"AACR-NCI-EORTC - 19th symposium. Molecular targets and cancer therapeutics - Part 4","Eccles S.A.",13697056,"IDrugs",10, 12,0,0,0,0,0,0,0,0,0,0,0,0
2007,"""Omics"" research, monetization of intellectual property and fragmentation of knowledge: can clinical epidemiology strengthen integrative research?","Porta M., Hernandez-Aguado I., Lumbreras B., Crous-Bou M.",08954356,"Journal of Clinical Epidemiology",60, 12,0,2,3,6,0,3,1,0,0,15,2,17
2007,"Recent trends and progress in trace-element speciation. A report on the international conference ""Progress in Analytical Methodologies for Trace Metal Speciation (TraceSpec 2007)"", held in Münster, Germany, 4-7 September 2007","Rosenberg E.",01659936,"TrAC - Trends in Analytical Chemistry",26, 11,0,0,1,0,1,0,0,0,0,2,0,2
2007,"Biomarkers - Hitting the mark","Briggs R., Allison J.",1364369X,"EBR - European Biopharmaceutical Review",, WINTER,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Removal of t1 noise from metabolomic 2D 1H-13C HSQC NMR spectra by Correlated Trace Denoising","Poulding S., Charlton A.J., Donarski J., Wilson J.C.",10907807,"Journal of Magnetic Resonance",189, 2,0,0,0,0,1,4,0,0,0,5,3,8
2007,"Setup X-a public study design database for metabolomic projects","Scholz M., Fiehn O.",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,1,5,4,14,6,5,5,5,45,30,75
2007,"Simulation and analysis of ethanol concentration response to enzyme amount changes in Saccharomyces cerevisiae glycolysis pathway model","Kong D.-C., Yang X.-L., Yan M., Liu C.-Q., Xu L.",10003061,"Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology",23, 2,0,0,0,0,0,0,0,0,1,1,0,1
2007,"Perspectives for ADME/Tox integration in the discovery process","Hofer C.",14694344,"Drug Discovery World",9, 1,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Assessment of therapeutic effect of losartan on diabetes mellitus with gas chromatography-based metabonomics","Yuan K.-L., Shi X.-Z., Lu X., Gao P., Xu G.-W.",1000503X,"Acta Academiae Medicinae Sinicae",29, 6,0,0,0,2,0,0,1,0,1,4,1,5
2007,"Nutrigenomic approaches for benefit-risk analysis of foods and food components: Defining markers of health","Elliott R., Pico C., Dommels Y., Wybranska I., Hesketh J., Keijer J.",00071145,"British Journal of Nutrition",98, 6,0,0,4,3,6,3,5,2,3,26,5,31
2007,"Metabonomic study of blood plasma in the assessment of liver graft function","Zhang Q., Gao J., Li L., Chen H.-B., Li X.-Q., Yan X.-Z.",1000503X,"Acta Academiae Medicinae Sinicae",29, 6,0,0,0,0,1,1,0,0,0,2,0,2
2007,"An ontology-based approach to support text mining and information retrieval in the biological domain","Khelif K., Dieng-Kuntz R., Barbry P.",0958695X,"Journal of Universal Computer Science",13, 12,0,0,10,5,0,2,3,4,1,25,6,31
2007,"A brief summary of major advances in cotton functional genomics and molecular breeding studies in China","Qin Y., Zhu Y.",10016538,"Chinese Science Bulletin",52, 23,0,0,0,1,0,2,0,0,0,3,0,3
2007,"Pacific Symposium on Biocomputing 2007, PSB 2007","",,"Pacific Symposium on Biocomputing 2007, PSB 2007",, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Carbon based sample supports and matrices for laser desorption/ionization mass spectrometry","Rainer M., Najam-ul-Haq M., Huck C.W., Vallant R.M., Heigl N., Hahn H., Bakry R., Bonn G.K.",18722105,"Recent Patents on Nanotechnology",1, 2,0,0,1,0,0,2,0,3,1,7,4,11
2007,"Essential genes in the infection model of Pseudomonas aeruginosa PCR-based signature-tagged mutagenesis","Sanschagrin F., Kukavica-Ibrulj I., Levesque R.C.",10643745,"Methods in Molecular Biology",416, ,0,0,1,1,0,0,0,0,0,2,2,4
2007,"Cancer genomics object model: An object model for multiple functional genomics data for cancer research","Park Y.R., Lee H.W., Cho S.B., Kim J.H.",09269630,"Studies in Health Technology and Informatics",129, ,0,0,0,0,0,0,1,0,1,2,0,2
2007,"Dialogue on reverse-engineering assessment and methods: The DREAM of high-throughput pathway inference","Stolovitzky G., Monroe D., Califano A.",00778923,"Annals of the New York Academy of Sciences",1115, ,0,0,5,17,24,23,20,20,17,126,58,184
2007,"Lipid-induced metabolic dysfunction in skeletal muscle","Muoio D.M., Koves T.R.",15282511,"Novartis Foundation Symposium",286, ,0,0,0,3,5,2,2,1,5,18,9,27
2007,"Using biotechnology to improve resistance to environmental stress in fruit crops: The importance of understanding physiology","Wisniewski M., Bassett C., Norelli J.L., Artlip T., Renaut J.",05677572,"Acta Horticulturae",738, ,0,0,1,1,0,0,1,0,0,3,0,3
2007,"Systems biology and complex disease","Wu J.",,"Proceedings of the 26th Chinese Control Conference, CCC 2007",, ,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NMR analysis of male fathead minnow urinary metabolites: A potential approach for studying impacts of chemical exposures","Ekman D.R., Teng Q., Jensen K.M., Martinovic D., Villeneuve D.L., Ankley G.T., Collette T.W.",0166445X,"Aquatic Toxicology",85, 2,0,0,6,6,7,3,5,4,2,33,7,40
2007,"Prediction of Japanese green tea ranking by fourier transform near-infrared reflectance spectroscopy","Ikeda T., Kanaya S., Yonetani T., Kobayashi A., Fukusaki E.",00218561,"Journal of Agricultural and Food Chemistry",55, 24,0,0,1,5,4,9,1,4,3,27,8,35
2007,"Effect of decreasing column inner diameter and use of off-line two-dimensional chromatography on metabolite detection in complex mixtures","Edwards J.L., Edwards R.L., Reid K.R., Kennedy R.T.",00219673,"Journal of Chromatography A",1172, 2,0,0,4,1,2,4,2,4,1,18,5,23
2007,"1H NMR based metabolic profiling in the evaluation of Japanese green tea quality","Tarachiwin L., Koichi U., Kobayashi A., Fukusaki E.",00218561,"Journal of Agricultural and Food Chemistry",55, 23,0,0,4,10,8,14,10,9,8,63,13,76
2007,"Toward a functional metabolomics of brain energy metabolism and neurotransmitter trafficking","Maciejewski P.K.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 1,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Organizational invariance in (M,R)-systems","Cornish-Bowden A., Cardenas M.L.",16121872,"Chemistry and Biodiversity",4, 10,0,0,0,1,4,2,4,0,0,11,1,12
2007,"Cancer genomics object model: an object model for multiple functional genomics data for cancer research.","Park Y.R., Lee H.W., Cho S.B., Kim J.H.",,"Medinfo. MEDINFO",12, 2,0,0,0,0,0,0,0,0,0,0,0,0
2007,"Metabolomics","Idle J.R., Gonzalez F.J.",15504131,"Cell Metabolism",6, 5,0,0,6,6,9,6,10,8,8,53,12,65
